Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb
45,Cam Newton\NewtCa00,CAR,25,QB,14,14,103,539,5,22,5.2,38.5,12
46,Toby Gerhart\GerhTo00,JAX,27,fb/rb,14,7,101,326,2,23,3.2,23.3,1
47,Shane Vereen\VereSh00,NWE,25,rb,16,6,96,391,2,19,4.1,24.4,0
48,Shonn Greene\GreeSh00,TEN,29,rb,13,5,94,392,2,52,4.2,30.2,1
49,Bobby Rainey\RainBo00,TAM,27,rb,15,5,94,406,1,31,4.3,27.1,3
50,Stevan Ridley\RidlSt00,NWE,25,rb,6,5,94,340,2,43,3.6,56.7,0
51,Bernard Pierce\PierBe00,BAL,23,rb,13,2,93,366,2,28,3.9,28.2,1
52,Ahmad Bradshaw\BradAh00,IND,28,rb,10,1,90,425,2,29,4.7,42.5,3
53,Jonas Gray\GrayJo00,NWE,24,rb,8,3,89,412,5,20,4.6,51.5,0
54,Donald Brown\BrowDo00,SDG,27,rb,13,3,85,223,0,16,2.6,17.2,1
55,James Starks\StarJa00,GNB,28,,16,0,85,333,2,41,3.9,20.8,1
56,Carlos Hyde\HydeCa00,SFO,24,,14,0,83,333,4,28,4.0,23.8,1
57,Latavius Murray\MurrLa00,OAK,24,rb,15,3,82,424,2,90,5.2,28.3,1
58,Dan Herron\HerrDa00,IND,25,rb,16,3,78,351,1,49,4.5,21.9,4
59,C.J. Spiller\SpilC.00,BUF,27,rb,9,5,78,300,0,53,3.8,33.3,3
60,Reggie Bush\BushRe00,DET,29,RB,11,9,76,297,2,26,3.9,27.0,1
61,Khiry Robinson\RobiKh00,NOR,25,rb,10,3,76,362,3,62,4.8,36.2,2
62,Zac Stacy\StacZa00,STL,23,rb,13,5,76,293,1,16,3.9,22.5,2
63,Ryan Mathews\MathRy00,SDG,27,rb,6,6,74,330,3,32,4.5,55.0,1
64,Robert Turbin\TurbRo00,SEA,25,fb/rb,16,3,74,310,0,17,4.2,19.4,1
65,Lorenzo Taliaferro\TaliLo00,BAL,23,,13,0,68,292,4,31,4.3,22.5,1
66,Benny Cunningham\CunnBe01,STL,24,rb,16,2,66,246,3,20,3.7,15.4,2
67,Charles Sims\SimsCh00,TAM,24,,8,0,66,185,1,20,2.8,23.1,2
68,Devonta Freeman\FreeDe00,ATL,22,,16,0,65,248,1,31,3.8,15.5,1
69,Andrew Luck*\LuckAn00,IND,25,QB,16,16,64,273,3,20,4.3,17.1,13
70,Stepfan Taylor\TaylSt00,ARI,23,rb,14,4,63,208,1,21,3.3,14.9,0
71,DeAngelo Williams\WillDe02,CAR,31,rb,6,6,62,219,0,17,3.5,36.5,1
72,Andy Dalton*\DaltAn00,CIN,27,QB,16,16,60,169,4,20,2.8,10.6,4
73,Geno Smith\SmitGe00,NYJ,24,QB,14,13,59,238,1,18,4.0,17.0,8
74,Jacquizz Rodgers\RodgJa00,ATL,24,rb,16,1,58,217,1,17,3.7,13.6,1
75,Darren Sproles*\SproDa00,PHI,31,,15,0,57,329,6,49,5.8,21.9,4
76,Blake Bortles\BortBl00,JAX,22,QB,14,13,56,419,0,34,7.5,29.9,7
77,Ryan Tannehill\TannRy00,MIA,26,QB,16,16,56,311,1,40,5.6,19.4,10
78,Montee Ball\BallMo00,DEN,24,rb,5,3,55,172,1,23,3.1,34.4,1
79,Juwan Thompson\ThomJu01,DEN,22,,15,0,54,272,3,47,5.0,18.1,1
80,Kerwynn Williams\WillKe05,ARI,23,,5,0,53,246,0,19,4.6,49.2,1
81,Joseph Randle\RandJo01,DAL,23,,16,0,51,343,3,65,6.7,21.4,2
82,Ryan Fitzpatrick\FitzRy00,HOU,32,QB,12,12,50,184,2,16,3.7,15.3,5
83,Alex Smith\SmitAl03,KAN,30,QB,15,15,49,254,1,25,5.2,16.9,4
84,Teddy Bridgewater\BridTe00,MIN,22,QB,13,12,47,209,1,16,4.4,16.1,3
85,Chris Polk\PolkCh00,PHI,25,,14,0,46,172,4,22,3.7,12.3,1
86,Pierre Thomas\ThomPi00,NOR,30,rb,11,3,45,222,2,27,4.9,20.2,0
87,Daniel Thomas\ThomDa03,MIA,27,,12,0,44,168,2,15,3.8,14.0,1
88,Maurice Jones-Drew\DrewMa00,OAK,29,rb,12,1,43,96,0,13,2.2,8.0,1
89,Aaron Rodgers*+\RodgAa00,GNB,31,QB,16,16,43,269,2,19,6.3,16.8,12
90,Matthew Stafford*\StafMa00,DET,26,QB,16,16,43,93,2,18,2.2,5.8,10
91,Roy Helu\HeluRo00,WAS,26,,14,0,40,216,1,18,5.4,15.4,2
92,Dexter McCluster\McClDe00,TEN,25,rb,14,2,40,131,0,16,3.3,9.4,1
93,Jay Cutler\CutlJa00,CHI,31,QB,15,15,39,191,2,25,4.9,12.7,12
94,Joe Flacco\FlacJo00,BAL,29,QB,16,16,39,70,2,15,1.8,4.4,6
95,Jonathan Grimes\GrimJo01,HOU,25,,16,0,39,153,0,11,3.9,9.6,0
96,Robert Griffin\GrifRo01,WAS,24,qb,9,7,38,176,1,23,4.6,19.6,9
97,Philip Rivers\RivePh00,SDG,33,QB,16,16,37,102,0,17,2.8,6.4,8
98,Mike Tolbert\TolbMi00,CAR,29,fb,8,6,37,78,0,15,2.1,9.8,0
99,Tavon Austin\AustTa00,STL,24,WR,15,8,36,224,2,19,6.2,14.9,5
100,Tom Brady*\BradTo00,NWE,37,QB,16,16,36,57,0,17,1.6,3.6,6
