Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb
69,Jacquizz Rodgers\RodgJa00,TAM,27,rb,16,4,64,244,1,36,3.8,15.3,0
70,Chris Thompson\ThomCh03,WAS,27,rb,10,1,64,294,2,61,4.6,29.4,3
71,Carson Wentz*\WentCa00,PHI,25,QB,13,13,64,299,0,24,4.7,23.0,9
72,Jacoby Brissett\BrisJa00,IND,25,QB,16,15,63,260,4,25,4.1,16.3,8
73,Malcolm Brown\BrowMa03,LAR,24,rb,11,1,63,246,1,20,3.9,22.4,1
74,Robert Kelley\KellRo00,WAS,25,rb,7,7,62,194,3,21,3.1,27.7,0
75,Marcus Mariota\MariMa01,TEN,24,QB,15,15,60,312,5,34,5.2,20.8,2
76,Alex Smith*\SmitAl03,KAN,33,QB,15,15,60,355,1,70,5.9,23.7,2
77,Tavon Austin\AustTa00,LAR,27,WR,16,9,59,270,1,27,4.6,16.9,5
78,Thomas Rawls\RawlTh00,SEA,24,rb,12,3,58,157,0,23,2.7,13.1,1
79,Blake Bortles\BortBl00,JAX,25,QB,16,16,57,322,2,28,5.6,20.1,9
80,Dak Prescott\PresDa01,DAL,24,QB,16,16,57,357,6,21,6.3,22.3,4
81,DeAndre Washington\WashDe00,OAK,24,,15,0,57,153,2,11,2.7,10.2,2
82,Jalen Richard\RichJa01,OAK,24,rb,16,1,56,275,1,52,4.9,17.2,8
83,Rod Smith\SmitRo06,DAL,25,rb,15,1,55,232,4,45,4.2,15.5,0
84,Chris Carson\CarsCh00,SEA,23,rb,4,3,49,208,0,30,4.2,52.0,0
85,Kirk Cousins\CousKi00,WAS,29,QB,16,16,49,179,4,18,3.7,11.2,13
86,T.J. Yeldon\YeldT.00,JAX,24,,10,0,49,253,2,58,5.2,25.3,2
87,Austin Ekeler\EkelAu00,LAC,22,,16,0,47,260,2,35,5.5,16.3,2
88,Wendell Smallwood\SmalWe00,PHI,23,rb,8,3,47,174,1,26,3.7,21.8,0
89,J.D. McKissic\McKiJ.00,SEA,24,rb,13,1,46,187,1,30,4.1,14.4,0
90,Damien Williams\WillDa05,MIA,25,rb,11,4,46,181,0,69,3.9,16.5,0
91,Chris Johnson\JohnCh04,ARI,32,rb,4,3,45,114,0,11,2.5,28.5,0
92,Shane Vereen\VereSh00,NYG,28,,16,0,45,164,0,17,3.6,10.3,0
93,James White\WhitJa02,NWE,25,rb,14,4,43,171,0,10,4.0,12.2,0
94,Tion Green\GreeTi00,DET,24,,5,0,42,165,2,33,3.9,33.0,0
95,Paul Perkins\PerkPa00,NYG,23,rb,11,4,41,90,0,14,2.2,8.2,0
96,Mitchell Trubisky\TrubMi00,CHI,23,QB,12,12,41,248,2,46,6.0,20.7,10
97,Case Keenum\KeenCa00,MIN,29,QB,15,14,40,160,1,22,4.0,10.7,1
98,Terrance West\WestTe00,BAL,26,rb,5,4,39,138,2,13,3.5,27.6,1
99,Andy Dalton\DaltAn00,CIN,30,QB,16,16,38,99,0,25,2.6,6.2,4
100,Jeremy Hill\HillJe01,CIN,25,rb,7,7,37,116,0,13,3.1,16.6,1
