Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,Lng,Y/A,Y/G,Fmb
31,Roy Helu\HeluRo00,WAS,23,rb,15,5,151,640,2,28,4.2,42.7,2
32,Darren McFadden\McFaDa00,OAK,24,rb,7,7,113,614,4,70,5.4,87.7,1
33,Darren Sproles\SproDa00,NOR,28,rb,16,4,87,603,2,36,6.9,37.7,1
34,Jackie Battle\BattJa00,KAN,28,rb,15,4,149,597,2,34,4.0,39.8,0
35,Michael Vick\VickMi00,PHI,31,QB,13,13,76,589,1,53,7.8,45.3,10
36,Peyton Hillis\HillPe00,CLE,25,RB,10,9,161,587,3,24,3.6,58.7,2
37,Daniel Thomas\ThomDa03,MIA,24,rb,13,2,165,581,0,28,3.5,44.7,2
38,James Starks\StarJa00,GNB,25,rb,13,2,133,578,1,40,4.3,44.5,2
39,Felix Jones\JoneFe00,DAL,24,RB,12,8,127,575,1,40,4.5,47.9,5
40,Brandon Jacobs\JacoBr00,NYG,29,rb,14,6,152,571,7,28,3.8,40.8,3
41,Pierre Thomas\ThomPi00,NOR,27,rb,16,7,110,562,5,33,5.1,35.1,2
42,C.J. Spiller\SpilC.00,BUF,24,RB/wr,16,11,107,561,4,38,5.2,35.1,2
43,Ryan Grant\GranRy00,GNB,29,RB,15,14,134,559,2,47,4.2,37.3,2
44,Toby Gerhart\GerhTo00,MIN,24,rb,16,5,109,531,1,67,4.9,33.2,1
45,Dexter McCluster\McClDe00,KAN,22,rb/wr,16,4,114,516,1,32,4.5,32.3,4
46,Mike Tolbert\TolbMi00,SDG,26,rb,15,1,121,490,8,40,4.0,32.7,2
47,Isaac Redman\RedmIs20,PIT,27,rb,16,1,110,479,3,27,4.4,29.9,2
48,Thomas Jones\JoneTh00,KAN,33,RB,16,8,153,478,0,26,3.1,29.9,0
49,Mark Ingram\IngrMa01,NOR,22,rb,10,4,122,474,5,35,3.9,47.4,1
50,Kendall Hunter\HuntKe00,SFO,23,rb,16,1,112,473,2,44,4.2,29.6,1
51,Ricky Williams\WillRi00,BAL,34,,16,0,108,444,2,28,4.1,27.8,2
52,Stevan Ridley\RidlSt00,NWE,22,rb,16,2,87,441,1,33,5.1,27.6,1
53,Joseph Addai\AddaJo00,IND,28,RB,12,11,118,433,1,16,3.7,36.1,1
54,Marion Barber\BarbMa01,CHI,28,rb,11,1,114,422,6,29,3.7,38.4,1
55,Lance Ball\BallLa00,DEN,26,,16,0,96,402,1,34,4.2,25.1,2
56,Jahvid Best\BestJa00,DET,22,rb,6,6,84,390,2,88,4.6,65.0,0
57,Bernard Scott\ScotBe00,CIN,27,rb,16,1,112,380,3,25,3.4,23.8,0
58,Delone Carter\CartDe01,IND,24,rb,16,3,101,377,2,42,3.7,23.6,3
59,Chris Ivory\IvorCh00,NOR,23,rb,6,2,79,374,1,35,4.7,62.3,0
60,Cadillac Williams\WillCa02,STL,29,rb,11,1,87,361,1,23,4.1,32.8,1
61,Kevin Smith\SmitKe02,DET,25,rb,7,4,72,356,4,43,4.9,50.9,1
62,Danny Woodhead\WoodDa02,NWE,26,rb,15,4,77,351,1,12,4.6,23.4,1
63,Percy Harvin\HarvPe00,MIN,23,WR,16,14,52,345,2,39,6.6,21.6,2
64,Chris Ogbonnaya\OgboCh00,2TM,25,,13,4,76,340,1,40,4.5,26.2,2
65,Kahlil Bell\BellKa00,CHI,25,rb,13,3,79,337,0,26,4.3,25.9,3
66,Evan Royster\RoysEv00,WAS,24,rb,6,2,56,328,0,28,5.9,54.7,0
67,Tim Hightower\HighTi00,WAS,25,rb,5,5,84,321,1,22,3.8,64.2,0
68,Maurice Morris\MorrMa00,DET,32,rb,16,5,80,316,1,31,4.0,19.8,1
69,LaDainian Tomlinson\TomlLa00,NYJ,32,rb,14,1,75,280,1,20,3.7,20.0,0
70,Montario Hardesty\HardMo00,CLE,24,rb,10,4,88,266,0,19,3.0,26.6,1
71,Aaron Rodgers*+\RodgAa00,GNB,28,QB,15,15,60,257,3,25,4.3,17.1,5
72,Leon Washington\WashLe00,SEA,29,rb,16,1,53,248,1,48,4.7,15.5,2
73,Josh Freeman\FreeJo00,TAM,23,QB,15,15,55,238,4,25,4.3,15.9,9
74,Christian Ponder\PondCh00,MIN,23,QB,11,10,28,219,0,28,7.8,19.9,6
75,Ryan Fitzpatrick\FitzRy00,BUF,29,QB,16,16,56,215,0,18,3.8,13.4,7
76,Colt McCoy\McCoCo00,CLE,25,QB,13,13,61,212,0,20,3.5,16.3,11
77,Earnest Graham\GrahEa00,TAM,31,rb,7,2,37,206,0,34,5.6,29.4,1
78,Jacquizz Rodgers\RodgJa00,ATL,21,,16,0,57,205,1,13,3.6,12.8,1
79,Ryan Torain\ToraRy00,WAS,25,rb,8,4,59,200,1,39,3.4,25.0,1
80,Keiland Williams\WillKe03,DET,25,,15,0,58,195,2,18,3.4,13.0,2
81,Javon Ringer\RingJa00,TEN,24,,12,0,59,185,1,25,3.1,15.4,1
82,Alex Smith\SmitAl03,SFO,27,QB,16,16,52,179,2,14,3.4,11.2,7
83,Knowshon Moreno\MoreKn00,DEN,24,rb,7,2,37,179,0,24,4.8,25.6,1
84,LaRod Stephens-Howling\StepLa00,ARI,24,rb,14,1,43,167,0,39,3.9,11.9,0
85,Danny Ware\WareDa00,NYG,26,rb,16,1,46,163,0,17,3.5,10.2,0
86,Mewelde Moore\MoorMe00,PIT,29,,12,0,22,157,0,21,7.1,13.1,2
87,Derrick Ward\WardDe01,HOU,31,rb,12,1,45,154,2,15,3.4,12.8,0
88,Joe Webb\WebbJo00,MIN,25,wr,11,1,22,154,2,65,7.0,14.0,1
89,Tashard Choice\ChoiTa00,3TM,27,,13,1,57,152,1,14,2.7,11.7,6
90,Andy Dalton*\DaltAn00,CIN,24,QB,16,16,37,152,1,17,4.1,9.5,5
91,Jason Snelling\SnelJa00,ATL,28,,15,0,44,151,0,18,3.4,10.1,0
92,Justin Forsett\ForsJu00,SEA,26,,16,0,46,145,1,22,3.2,9.1,0
93,Ronnie Brown\BrowRo05,PHI,30,rb,16,2,42,136,1,15,3.2,8.5,1
94,Joe McKnight\McKnJo00,NYJ,23,,15,0,43,134,0,11,3.1,8.9,3
95,Deji Karim\KariDe00,JAX,25,,12,0,63,130,0,14,2.1,10.8,1
96,John Skelton\SkelJo00,ARI,23,qb,8,7,28,128,0,14,4.6,16.0,4
97,Jonathan Dwyer\DwyeJo00,PIT,22,,7,0,16,123,0,76,7.7,17.6,0
98,Marcel Reece\ReecMa00,OAK,26,fb,12,6,17,112,0,26,6.6,9.3,1
99,Chad Henne\HennCh01,MIA,26,qb,4,4,15,112,1,20,7.5,28.0,1
100,Tom Brady*\BradTo00,NWE,34,QB,16,16,43,109,3,13,2.5,6.8,6
