attributes,datatype,date,station,value
",,0,",SNOW,2010-11-14T00:00:00,GHCND:USW00014820,0
",,0,0600",PRCP,2010-11-14T00:00:00,GHCND:USW00023062,0
",,0,",SNOW,2010-11-14T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2010-11-14T00:00:00,GHCND:USW00093837,0
",,0,2400",PRCP,2010-11-14T00:00:00,GHCND:USW00012839,0
",,0,2400",PRCP,2010-11-14T00:00:00,GHCND:USW00014734,0
",,0,",SNOW,2010-11-14T00:00:00,GHCND:USW00014734,0
",,0,2400",PRCP,2010-11-14T00:00:00,GHCND:USW00094823,38
",,0,",SNOW,2010-11-14T00:00:00,GHCND:USW00094823,0
",,0,2400",PRCP,2010-11-14T00:00:00,GHCND:USW00023234,0
",,0,2400",PRCP,2010-11-14T00:00:00,GHCND:USW00012842,0
",,0,",SNOW,2010-11-14T00:00:00,GHCND:USW00012842,0
",,0,2400",PRCP,2010-11-18T00:00:00,GHCND:USW00012839,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00013881,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USW00013881,0
",,W,",PRCP,2010-11-21T00:00:00,GHCND:USW00093837,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USC00190860,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USC00190860,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00014734,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USW00014734,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00013739,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USW00013739,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00094823,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USW00094823,0
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00023234,51
",,0,2400",PRCP,2010-11-21T00:00:00,GHCND:USW00013897,0
",,0,",SNOW,2010-11-21T00:00:00,GHCND:USW00013897,0
",,W,",PRCP,2010-11-22T00:00:00,GHCND:USW00093107,0
",,0,2400",PRCP,2010-11-25T00:00:00,GHCND:USW00014734,25
"T,,0,",SNOW,2010-11-25T00:00:00,GHCND:USW00014734,0
",,0,2400",PRCP,2010-11-28T00:00:00,GHCND:USW00093721,0
",,0,",SNOW,2010-11-28T00:00:00,GHCND:USW00093721,0
",,0,2400",PRCP,2010-11-28T00:00:00,GHCND:USW00014820,0
",,0,",SNOW,2010-11-28T00:00:00,GHCND:USW00014820,0
",,0,0600",PRCP,2010-11-28T00:00:00,GHCND:USW00023062,0
",,0,",SNOW,2010-11-28T00:00:00,GHCND:USW00023062,0
",,0,2400",PRCP,2010-11-28T00:00:00,GHCND:USW00014734,0
",,0,",SNOW,2010-11-28T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2010-11-28T00:00:00,GHCND:USW00023230,0
",,N,",PRCP,2010-11-28T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2010-11-28T00:00:00,GHCND:US1WAKG0038,0
",,0,2400",PRCP,2010-12-02T00:00:00,GHCND:USW00013739,0
",,0,",SNOW,2010-12-02T00:00:00,GHCND:USW00013739,0
",,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00093721,0
",,0,",SNOW,2010-12-05T00:00:00,GHCND:USW00093721,0
"T,,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00014898,0
"T,,0,",SNOW,2010-12-05T00:00:00,GHCND:USW00014898,0
"T,,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00012839,0
",,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00014734,0
",,0,",SNOW,2010-12-05T00:00:00,GHCND:USW00014734,0
"T,,W,",PRCP,2010-12-05T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2010-12-05T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2010-12-05T00:00:00,GHCND:US1WAKG0038,0
",,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00012842,25
",,0,",SNOW,2010-12-05T00:00:00,GHCND:USW00012842,0
"T,,0,2400",PRCP,2010-12-05T00:00:00,GHCND:USW00013897,0
"T,,0,",SNOW,2010-12-05T00:00:00,GHCND:USW00013897,0
",,0,2400",PRCP,2010-12-06T00:00:00,GHCND:USC00190860,0
",,0,",SNOW,2010-12-06T00:00:00,GHCND:USC00190860,0
",,0,2400",PRCP,2010-12-09T00:00:00,GHCND:USW00013897,0
",,0,",SNOW,2010-12-09T00:00:00,GHCND:USW00013897,0
",,0,2400",PRCP,2010-12-12T00:00:00,GHCND:USW00013881,79
"T,,0,",SNOW,2010-12-12T00:00:00,GHCND:USW00013881,0
",,W,",PRCP,2010-12-12T00:00:00,GHCND:USW00093837,15
",,0,2400",PRCP,2010-12-12T00:00:00,GHCND:USW00014734,307
",,0,",SNOW,2010-12-12T00:00:00,GHCND:USW00014734,0
",,0,2400",PRCP,2010-12-12T00:00:00,GHCND:USW00094823,117
",,0,",SNOW,2010-12-12T00:00:00,GHCND:USW00094823,3
",,W,",PRCP,2010-12-12T00:00:00,GHCND:USW00093107,0
",,0,2400",PRCP,2010-12-12T00:00:00,GHCND:USW00023234,0
",,W,",PRCP,2010-12-16T00:00:00,GHCND:USW00093107,8
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00093721,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00093721,0
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00013881,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00013881,0
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00012839,0
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USC00190860,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USC00190860,0
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00014734,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2010-12-19T00:00:00,GHCND:USW00023230,356
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00094823,3
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00094823,8
"T,,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00012842,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00012842,0
",,0,2400",PRCP,2010-12-19T00:00:00,GHCND:USW00013897,0
",,0,",SNOW,2010-12-19T00:00:00,GHCND:USW00013897,0
",,0,2400",PRCP,2010-12-20T00:00:00,GHCND:USW00014922,91
",,0,",SNOW,2010-12-20T00:00:00,GHCND:USW00014922,117
",,0,2400",PRCP,2010-12-23T00:00:00,GHCND:USW00094823,13
",,0,",SNOW,2010-12-23T00:00:00,GHCND:USW00094823,15
",,0,2400",PRCP,2010-12-26T00:00:00,GHCND:USW00014820,3
",,0,",SNOW,2010-12-26T00:00:00,GHCND:USW00014820,3
",,0,0600",PRCP,2010-12-26T00:00:00,GHCND:USW00023062,0
",,0,",SNOW,2010-12-26T00:00:00,GHCND:USW00023062,0
",,0,2400",PRCP,2010-12-26T00:00:00,GHCND:USW00014898,0
",,0,",SNOW,2010-12-26T00:00:00,GHCND:USW00014898,0
",,W,",PRCP,2010-12-26T00:00:00,GHCND:USW00093837,13
",,0,2400",PRCP,2010-12-26T00:00:00,GHCND:USW00012839,76
",,W,",PRCP,2010-12-26T00:00:00,GHCND:USW00023230,3
",,0,2400",PRCP,2010-12-26T00:00:00,GHCND:USW00012842,3
",,0,",SNOW,2010-12-26T00:00:00,GHCND:USW00012842,0
",,0,2400",PRCP,2010-12-28T00:00:00,GHCND:USW00013739,0
",,0,",SNOW,2010-12-28T00:00:00,GHCND:USW00013739,0
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00093721,13
",,X,",SNOW,2011-01-02T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00014820,0
",,X,",SNOW,2011-01-02T00:00:00,GHCND:USW00014820,0
",,7,0600",PRCP,2011-01-02T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-01-02T00:00:00,GHCND:USW00023062,0
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-01-02T00:00:00,GHCND:USW00014898,0
",,K,2400",PRCP,2011-01-02T00:00:00,GHCND:USC00190860,43
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00014734,3
",,X,",SNOW,2011-01-02T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00013739,23
"T,,Z,",SNOW,2011-01-02T00:00:00,GHCND:USW00013739,0
",,X,2400",PRCP,2011-01-02T00:00:00,GHCND:USW00023234,89
",,N,",PRCP,2011-01-02T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2011-01-02T00:00:00,GHCND:US1WAKG0038,0
",,N,",PRCP,2011-01-08T00:00:00,GHCND:US1WAKG0038,89
",,X,2400",PRCP,2011-01-09T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-01-09T00:00:00,GHCND:USW00013739,0
"T,,X,2400",PRCP,2011-01-15T00:00:00,GHCND:USW00094823,0
"T,,X,",SNOW,2011-01-15T00:00:00,GHCND:USW00094823,0
",,K,2400",PRCP,2011-01-16T00:00:00,GHCND:USC00190860,18
"T,,X,2400",PRCP,2011-01-23T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-01-23T00:00:00,GHCND:USW00094823,5
",,X,2400",PRCP,2011-09-08T00:00:00,GHCND:USW00014898,0
",,W,",SNOW,2011-09-08T00:00:00,GHCND:USW00014898,0
",,X,2400",PRCP,2011-09-11T00:00:00,GHCND:USW00093721,173
"T,,Z,",SNOW,2011-09-11T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-09-11T00:00:00,GHCND:USW00014820,71
",,X,",SNOW,2011-09-11T00:00:00,GHCND:USW00014820,0
",,W,",PRCP,2011-09-11T00:00:00,GHCND:USW00093837,0
"T,,X,2400",PRCP,2011-09-11T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-09-11T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-09-11T00:00:00,GHCND:USW00093107,0
",,X,2400",PRCP,2011-09-11T00:00:00,GHCND:USW00023234,0
",,X,2400",PRCP,2011-09-11T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-09-11T00:00:00,GHCND:USW00012842,0
",,7,0600",PRCP,2011-09-12T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-09-12T00:00:00,GHCND:USW00023062,0
"T,,X,2400",PRCP,2011-09-12T00:00:00,GHCND:USW00012839,0
",,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-09-18T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2011-09-18T00:00:00,GHCND:USW00023062,25
",,7,",SNOW,2011-09-18T00:00:00,GHCND:USW00023062,0
"T,,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00012839,0
",,K,2400",PRCP,2011-09-18T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-09-18T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00094823,0
",,W,",SNOW,2011-09-18T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00023234,0
"T,,X,2400",PRCP,2011-09-18T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2011-09-18T00:00:00,GHCND:USW00013897,0
",,X,2400",PRCP,2011-09-19T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-09-19T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-09-25T00:00:00,GHCND:USW00013881,290
",,X,",SNOW,2011-09-25T00:00:00,GHCND:USW00013881,0
",,X,2400",PRCP,2011-09-25T00:00:00,GHCND:USW00014820,8
",,X,",SNOW,2011-09-25T00:00:00,GHCND:USW00014820,0
"T,,W,",PRCP,2011-09-25T00:00:00,GHCND:USW00023230,0
"T,,X,2400",PRCP,2011-09-25T00:00:00,GHCND:USW00013739,0
",,W,",SNOW,2011-09-25T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2011-09-25T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2011-09-25T00:00:00,GHCND:US1WAKG0038,25
",,X,2400",PRCP,2011-09-25T00:00:00,GHCND:USW00012842,48
",,X,",SNOW,2011-09-25T00:00:00,GHCND:USW00012842,0
"T,,X,2400",PRCP,2011-09-25T00:00:00,GHCND:USW00013897,0
",,W,",SNOW,2011-09-25T00:00:00,GHCND:USW00013897,0
",,X,2400",PRCP,2011-10-02T00:00:00,GHCND:USW00093721,30
",,X,",SNOW,2011-10-02T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-10-02T00:00:00,GHCND:USW00014820,53
",,X,",SNOW,2011-10-02T00:00:00,GHCND:USW00014820,0
",,X,2400",PRCP,2011-10-02T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-10-02T00:00:00,GHCND:USW00014898,0
",,W,",PRCP,2011-10-02T00:00:00,GHCND:USW00093837,0
",,W,",PRCP,2011-10-02T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-10-02T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-10-02T00:00:00,GHCND:USW00013739,117
",,X,",SNOW,2011-10-02T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2011-10-02T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2011-10-02T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2011-10-02T00:00:00,GHCND:US1WAKG0038,0
",,X,2400",PRCP,2011-10-03T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-10-03T00:00:00,GHCND:USW00012842,0
",,X,2400",PRCP,2011-10-09T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-10-09T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2011-10-09T00:00:00,GHCND:USW00023062,201
",,7,",SNOW,2011-10-09T00:00:00,GHCND:USW00023062,0
",,W,",PRCP,2011-10-09T00:00:00,GHCND:USW00093837,41
",,K,2400",PRCP,2011-10-09T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2011-10-09T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-10-09T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-10-09T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-10-09T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-10-09T00:00:00,GHCND:USW00023234,0
",,X,2400",PRCP,2011-10-16T00:00:00,GHCND:USW00093721,0
",,X,",SNOW,2011-10-16T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-10-16T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-10-16T00:00:00,GHCND:USW00014898,0
",,K,2400",PRCP,2011-10-16T00:00:00,GHCND:USC00190860,0
"T,,X,2400",PRCP,2011-10-16T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-10-16T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-10-16T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-10-16T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-10-16T00:00:00,GHCND:USW00094823,36
",,X,",SNOW,2011-10-16T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-10-16T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-10-16T00:00:00,GHCND:USW00012842,0
"T,,X,2400",PRCP,2011-10-17T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-10-17T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-10-23T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-10-23T00:00:00,GHCND:USW00013881,0
",,X,2400",PRCP,2011-10-23T00:00:00,GHCND:USW00014820,0
",,X,",SNOW,2011-10-23T00:00:00,GHCND:USW00014820,0
",,X,2400",PRCP,2011-10-23T00:00:00,GHCND:USW00012839,0
",,X,2400",PRCP,2011-10-23T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-10-23T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-10-23T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-10-23T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-10-23T00:00:00,GHCND:USW00013897,0
",,X,",SNOW,2011-10-23T00:00:00,GHCND:USW00013897,0
",,W,",PRCP,2011-10-24T00:00:00,GHCND:USW00093837,0
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00093721,0
",,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2011-10-30T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-10-30T00:00:00,GHCND:USW00023062,0
"T,,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00014734,0
"T,,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00013739,0
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00023234,0
",,N,",PRCP,2011-10-30T00:00:00,GHCND:US1WAKG0038,8
",,X,2400",PRCP,2011-10-30T00:00:00,GHCND:USW00013897,0
",,X,",SNOW,2011-10-30T00:00:00,GHCND:USW00013897,0
",,K,2400",PRCP,2011-11-06T00:00:00,GHCND:USC00190860,0
",,W,",PRCP,2011-11-06T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-11-06T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-11-06T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-11-06T00:00:00,GHCND:USW00094823,0
",,W,",PRCP,2011-11-06T00:00:00,GHCND:USW00093107,56
",,X,2400",PRCP,2011-11-06T00:00:00,GHCND:USW00013897,0
",,X,",SNOW,2011-11-06T00:00:00,GHCND:USW00013897,0
",,X,2400",PRCP,2011-11-07T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-11-07T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2011-11-10T00:00:00,GHCND:USW00093107,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-11-13T00:00:00,GHCND:USW00013881,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00014820,0
",,X,",SNOW,2011-11-13T00:00:00,GHCND:USW00014820,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00012839,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-11-13T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-11-13T00:00:00,GHCND:USW00013739,0
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00023234,0
",,N,",PRCP,2011-11-13T00:00:00,GHCND:US1WAKG0038,15
",,X,2400",PRCP,2011-11-13T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-11-13T00:00:00,GHCND:USW00012842,0
"T,,X,2400",PRCP,2011-11-14T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-11-14T00:00:00,GHCND:USW00014898,0
",,7,0600",PRCP,2011-11-17T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-11-17T00:00:00,GHCND:USW00023062,0
",,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00093721,15
",,X,",SNOW,2011-11-20T00:00:00,GHCND:USW00093721,0
"T,,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00014820,0
",,X,",SNOW,2011-11-20T00:00:00,GHCND:USW00014820,0
",,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-11-20T00:00:00,GHCND:USW00014898,0
",,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00012839,58
",,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-11-20T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-11-20T00:00:00,GHCND:USW00023234,43
",,K,2400",PRCP,2011-11-21T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2011-11-24T00:00:00,GHCND:USW00093721,0
",,X,",SNOW,2011-11-24T00:00:00,GHCND:USW00093721,0
"T,,W,",PRCP,2011-11-27T00:00:00,GHCND:USW00093837,0
",,X,2400",PRCP,2011-11-27T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-11-27T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-11-27T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-11-27T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-11-27T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-11-27T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2011-11-27T00:00:00,GHCND:USW00093107,0
",,N,",PRCP,2011-11-27T00:00:00,GHCND:US1WAKG0038,15
",,X,2400",PRCP,2011-11-27T00:00:00,GHCND:USW00013897,386
",,X,",SNOW,2011-11-27T00:00:00,GHCND:USW00013897,0
",,N,",PRCP,2011-12-01T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2011-12-01T00:00:00,GHCND:US1WAKG0038,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00014820,71
",,X,",SNOW,2011-12-04T00:00:00,GHCND:USW00014820,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00012839,25
",,K,2400",PRCP,2011-12-04T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-12-04T00:00:00,GHCND:USW00014734,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-12-04T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00023234,0
",,X,2400",PRCP,2011-12-04T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-12-04T00:00:00,GHCND:USW00012842,0
",,W,",PRCP,2011-12-05T00:00:00,GHCND:USW00093837,0
",,X,2400",PRCP,2011-12-08T00:00:00,GHCND:USW00094823,0
",,X,",SNOW,2011-12-08T00:00:00,GHCND:USW00094823,0
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00093721,0
",,X,",SNOW,2011-12-11T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-12-11T00:00:00,GHCND:USW00013881,0
",,7,0600",PRCP,2011-12-11T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-12-11T00:00:00,GHCND:USW00023062,0
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-12-11T00:00:00,GHCND:USW00014898,0
",,W,",PRCP,2011-12-11T00:00:00,GHCND:USW00093837,13
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00012839,33
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-12-11T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-12-11T00:00:00,GHCND:USW00093107,0
",,X,2400",PRCP,2011-12-11T00:00:00,GHCND:USW00013897,0
",,X,",SNOW,2011-12-11T00:00:00,GHCND:USW00013897,0
",,N,",PRCP,2011-12-12T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2011-12-12T00:00:00,GHCND:US1WAKG0038,0
",,X,2400",PRCP,2011-12-17T00:00:00,GHCND:USW00012842,0
",,X,",SNOW,2011-12-17T00:00:00,GHCND:USW00012842,0
",,7,0600",PRCP,2011-12-18T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2011-12-18T00:00:00,GHCND:USW00023062,0
",,X,2400",PRCP,2011-12-18T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-12-18T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2011-12-18T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2011-12-18T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2011-12-18T00:00:00,GHCND:USW00013739,0
",,X,",SNOW,2011-12-18T00:00:00,GHCND:USW00013739,0
",,W,",PRCP,2011-12-18T00:00:00,GHCND:USW00093107,13
"T,,X,2400",PRCP,2011-12-19T00:00:00,GHCND:USW00023234,0
"T,,X,2400",PRCP,2011-12-24T00:00:00,GHCND:USW00093721,0
",,X,",SNOW,2011-12-24T00:00:00,GHCND:USW00093721,0
",,X,2400",PRCP,2011-12-24T00:00:00,GHCND:USW00013881,0
",,X,",SNOW,2011-12-24T00:00:00,GHCND:USW00013881,0
",,K,2400",PRCP,2011-12-24T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2011-12-24T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2011-12-24T00:00:00,GHCND:USW00014734,0
"T,,X,2400",PRCP,2011-12-24T00:00:00,GHCND:USW00094823,0
"T,,X,",SNOW,2011-12-24T00:00:00,GHCND:USW00094823,0
",,N,",PRCP,2011-12-24T00:00:00,GHCND:US1WAKG0038,0
",,N,",SNOW,2011-12-24T00:00:00,GHCND:US1WAKG0038,0
",,X,2400",PRCP,2011-12-24T00:00:00,GHCND:USW00013897,0
",,X,",SNOW,2011-12-24T00:00:00,GHCND:USW00013897,0
",,X,2400",PRCP,2011-12-25T00:00:00,GHCND:USW00014898,0
",,X,",SNOW,2011-12-25T00:00:00,GHCND:USW00014898,0
",,X,2400",PRCP,2012-01-01T00:00:00,GHCND:USW00014820,15
",,X,",SNOW,2012-01-01T00:00:00,GHCND:USW00014820,10
",,7,0600",PRCP,2012-01-01T00:00:00,GHCND:USW00023062,0
",,7,",SNOW,2012-01-01T00:00:00,GHCND:USW00023062,0
",,X,2400",PRCP,2012-01-01T00:00:00,GHCND:USW00014898,38
",,X,",SNOW,2012-01-01T00:00:00,GHCND:USW00014898,36
",,W,",PRCP,2012-01-01T00:00:00,GHCND:USW00093837,0
",,X,2400",PRCP,2012-01-01T00:00:00,GHCND:USW00012839,0
",,7,2400",PRCP,2012-01-01T00:00:00,GHCND:USC00190860,3
",,7,",SNOW,2012-01-01T00:00:00,GHCND:USC00190860,0
",,X,2400",PRCP,2012-01-01T00:00:00,GHCND:USW00014734,15
",,X,",SNOW,2012-01-01T00:00:00,GHCND:USW00014734,0
",,W,",PRCP,2012-01-01T00:00:00,GHCND:USW00023230,0
",,W,",SNOW,2012-01-01T00:00:00,GHCND:USW00023230,0
",,X,2400",PRCP,2012-01-01T00:00:00,GHCND:USW00013739,5
",,X,",SNOW,2012-01-01T00:00:00,GHCND:USW00013739,0
",,7,0600",PRCP,2012-01-08T00:00:00,GHCND:USW00023062,20
",,7,",SNOW,2012-01-08T00:00:00,GHCND:USW00023062,20
",,X,2400",PRCP,2012-01-08T00:00:00,GHCND:USW00014734,0
",,X,",SNOW,2012-01-08T00:00:00,GHCND:USW00014734,0
",,7,2400",PRCP,2012-01-14T00:00:00,GHCND:USC00190860,0
