schedule_date,team_id_home,team_id_away,rain_or_snow
09/14/2014,CLE,NO,False
09/14/2014,DEN,KC,False
09/14/2014,GB,NYJ,False
09/14/2014,MIN,NE,False
09/14/2014,NYG,ARI,False
09/14/2014,OAK,HOU,False
09/14/2014,LAC,SEA,False
09/14/2014,SF,CHI,False
09/14/2014,TB,LAR,True
09/14/2014,TEN,DAL,False
09/21/2014,BUF,LAC,True
09/21/2014,CAR,PIT,False
09/21/2014,CLE,BAL,True
09/21/2014,JAX,IND,False
09/21/2014,MIA,KC,True
09/21/2014,NE,OAK,False
09/21/2014,NYG,HOU,True
09/21/2014,PHI,WAS,False
09/22/2014,NYJ,CHI,False
09/28/2014,BAL,CAR,False
09/28/2014,MIN,ATL,False
09/28/2014,NYJ,DET,False
09/28/2014,PIT,TB,False
09/28/2014,LAC,JAX,False
09/28/2014,SF,PHI,False
10/02/2014,GB,MIN,True
10/05/2014,CAR,CHI,False
10/05/2014,DEN,ARI,False
10/05/2014,JAX,PIT,False
10/05/2014,NE,CIN,False
10/05/2014,NYG,ATL,False
10/05/2014,PHI,LAR,False
10/05/2014,LAC,NYJ,False
10/05/2014,SF,KC,False
10/05/2014,TEN,CLE,False
10/12/2014,BUF,NE,False
10/12/2014,CLE,PIT,False
10/12/2014,MIA,GB,True
10/12/2014,MIN,DET,False
10/12/2014,NYJ,DEN,False
10/12/2014,OAK,LAC,False
10/12/2014,PHI,NYG,False
10/12/2014,SEA,DAL,True
10/12/2014,TB,BAL,False
10/12/2014,TEN,JAX,True
10/16/2014,NE,NYJ,True
10/19/2014,BAL,ATL,False
10/19/2014,DEN,SF,False
10/19/2014,GB,CAR,False
10/19/2014,JAX,CLE,False
10/19/2014,OAK,ARI,False
10/19/2014,LAC,KC,False
10/20/2014,PIT,HOU,True
10/23/2014,DEN,LAC,False
10/26/2014,CAR,SEA,False
10/26/2014,CLE,OAK,False
10/26/2014,JAX,MIA,False
10/26/2014,NE,CHI,False
10/26/2014,NYJ,BUF,False
10/26/2014,PIT,IND,False
10/26/2014,TB,MIN,False
10/26/2014,TEN,HOU,False
10/30/2014,CAR,NO,False
11/02/2014,CLE,TB,False
11/02/2014,MIA,LAC,False
11/02/2014,MIN,WAS,False
11/02/2014,NE,DEN,True
11/02/2014,PIT,BAL,False
11/02/2014,SF,LAR,False
11/02/2014,SEA,OAK,True
11/03/2014,NYG,IND,False
11/09/2014,BAL,TEN,False
11/09/2014,GB,CHI,True
11/09/2014,NYJ,PIT,False
